#Version: 
#Glossary type: Hymenoptera
#Source: pib_20597_20131007012620
#Finalized by: Hong Cui
#Date: 
#Reviewers: Hong Cui
#Source producer: OTO System

"term","category","hasSyn","sourceDataset","termID"
"longer","length","0","pib_20597_20131007012620","f99d7868-2c85-11e3-a402-0026b9326338"
"larger","size","0","pib_20597_20131007012620","f99caf00-2c85-11e3-a402-0026b9326338"
"smaller","size","0","pib_20597_20131007012620","f9a379f2-2c85-11e3-a402-0026b9326338"
"abundant","count","0","pib_20597_20131007012620","f988c6e8-2c85-11e3-a402-0026b9326338"
"marginate","architecture","0","pib_20597_20131007012620","a41a33dc-2f2c-11e3-a402-0026b9326338"
"cubital","structure","0","pib_20597_20131007012620","f996e426-2c85-11e3-a402-0026b9326338"
"discoidal","shape","0","pib_20597_20131007012620","f9991264-2c85-11e3-a402-0026b9326338"
"narrower","size","0","pib_20597_20131007012620","f99e7ac4-2c85-11e3-a402-0026b9326338"
"external","position","0","pib_20597_20131007012620","f99a012e-2c85-11e3-a402-0026b9326338"
"reticulate","pattern","0","pib_20597_20131007012620","f9a178c8-2c85-11e3-a402-0026b9326338"
"angular","shape","0","pib_20597_20131007012620","f9928f20-2c85-11e3-a402-0026b9326338"
"sparser","density","0","pib_20597_20131007012620","a41bc8be-2f2c-11e3-a402-0026b9326338"
"higher","position","0","pib_20597_20131007012620","a41c0432-2f2c-11e3-a402-0026b9326338"
"cylindrical","shape","0","pib_20597_20131007012620","f997fcf8-2c85-11e3-a402-0026b9326338"
"finer","size","0","pib_20597_20131007012620","f99a4c4c-2c85-11e3-a402-0026b9326338"
"coarser","arrangement","0","pib_20597_20131007012620","f995c000-2c85-11e3-a402-0026b9326338"
"incrassated","size","0","pib_20597_20131007012620","f99c10c2-2c85-11e3-a402-0026b9326338"
"hemispherical","shape","0","pib_20597_20131007012620","f99b6ea6-2c85-11e3-a402-0026b9326338"
"obtuse","shape","0","pib_20597_20131007012620","f99f50ca-2c85-11e3-a402-0026b9326338"
"arched","shape","0","pib_20597_20131007012620","f993b9f4-2c85-11e3-a402-0026b9326338"
"denser","density","0","pib_20597_20131007012620","a41ddc30-2f2c-11e3-a402-0026b9326338"
"largest","size","0","pib_20597_20131007012620","f99cd5f2-2c85-11e3-a402-0026b9326338"
"feebler","prominence","0","pib_20597_20131007012620","f99a2834-2c85-11e3-a402-0026b9326338"
"longest","length","0","pib_20597_20131007012620","f99d9f64-2c85-11e3-a402-0026b9326338"
"pectinated","shape","0","pib_20597_20131007012620","a41ec3c0-2f2c-11e3-a402-0026b9326338"
"reflected","orientation","0","pib_20597_20131007012620","a41f0146-2f2c-11e3-a402-0026b9326338"
"subglobular","shape","0","pib_20597_20131007012620","f9a47ffa-2c85-11e3-a402-0026b9326338"
"angulate","shape","0","pib_20597_20131007012620","f992c86e-2c85-11e3-a402-0026b9326338"
"bent","shape","0","pib_20597_20131007012620","a41fac36-2f2c-11e3-a402-0026b9326338"
"colliform","shape","0","pib_20597_20131007012620","f989b8d2-2c85-11e3-a402-0026b9326338"
"cuboidal","shape","0","pib_20597_20131007012620","f9971b8a-2c85-11e3-a402-0026b9326338"
"fiat","shape","0","pib_20597_20131007012620","a420544c-2f2c-11e3-a402-0026b9326338"
"globular","shape","0","pib_20597_20131007012620","f99ac7ee-2c85-11e3-a402-0026b9326338"
"shallower","depth","0","pib_20597_20131007012620","f9a2dc18-2c85-11e3-a402-0026b9326338"
"subcarinate","architecture","0","pib_20597_20131007012620","f9a425be-2c85-11e3-a402-0026b9326338"
"thickness","character","0","pib_20597_20131007012620","f9a560b4-2c85-11e3-a402-0026b9326338"
"barkward","orientation","0","pib_20597_20131007012620","a42184ca-2f2c-11e3-a402-0026b9326338"
"bituberculata","architecture","0","pib_20597_20131007012620","a421b814-2f2c-11e3-a402-0026b9326338"
"blunter","shape","0","pib_20597_20131007012620","f994300a-2c85-11e3-a402-0026b9326338"
"bronzy","coloration","0","pib_20597_20131007012620","f98b2cb2-2c85-11e3-a402-0026b9326338"
"carinatc","architecture","0","pib_20597_20131007012620","f98b6646-2c85-11e3-a402-0026b9326338"
