#Version: 0.11
#Glossary type: Algea
#Source: dinoflagellate_test_2018_05_24
#Finalized by:
#Date:
#Reviewers:
#Source producer: Anne Thessen

"term","category","hasSyn","sourceDataset","termID"
"central","position","0","diatom_test_2012_12_19","ca53b05e-11be-11e3-b45f-0026b9326338"
"marginal","position","0","diatom_test_2012_12_19","ca53b1ee-11be-11e3-b45f-0026b9326338"
"arrowed","shape","0","diatom_test_2012_12_19","ca53b298-11be-11e3-b45f-0026b9326338"
"external","position","0","diatom_test_2012_12_19","ca53b32e-11be-11e3-b45f-0026b9326338"
"present","count","0","diatom_test_2012_12_19","ca53b3ba-11be-11e3-b45f-0026b9326338"
"small","size","0","diatom_test_2012_12_19","ca53b450-11be-11e3-b45f-0026b9326338"
"undulate","shape","0","diatom_test_2012_12_19","ca53b4dc-11be-11e3-b45f-0026b9326338"
"visible","prominence","0","diatom_test_2012_12_19","ca53b568-11be-11e3-b45f-0026b9326338"
"internal","position","0","diatom_test_2012_12_19","ca53b5f4-11be-11e3-b45f-0026b9326338"
"same","variability","0","diatom_test_2012_12_19","ca53b680-11be-11e3-b45f-0026b9326338"
"domed","shape","0","diatom_test_2012_12_19","ca53b70c-11be-11e3-b45f-0026b9326338"
"elevated","height","0","diatom_test_2012_12_19","ca53b798-11be-11e3-b45f-0026b9326338"
"slit_like","architecture","0","diatom_test_2012_12_19","ca53b824-11be-11e3-b45f-0026b9326338"
"inner","position","0","diatom_test_2012_12_19","ca53b8b0-11be-11e3-b45f-0026b9326338"
"numerous","count","0","diatom_test_2012_12_19","ca53b93c-11be-11e3-b45f-0026b9326338"
"drumshaped","shape","0","diatom_test_2012_12_19","ca53b9c8-11be-11e3-b45f-0026b9326338"
"few","count","0","diatom_test_2012_12_19","ca53ba4a-11be-11e3-b45f-0026b9326338"
"narrow","size","0","diatom_test_2012_12_19","ca53bae0-11be-11e3-b45f-0026b9326338"
"oriented","orientation","0","diatom_test_2012_12_19","ca53bb62-11be-11e3-b45f-0026b9326338"
"outer","position","0","diatom_test_2012_12_19","ca53bbee-11be-11e3-b45f-0026b9326338"
"shortened","length","0","diatom_test_2012_12_19","ca53bc7a-11be-11e3-b45f-0026b9326338"
"minor","position","0","diatom_test_2012_12_19","ca53bd06-11be-11e3-b45f-0026b9326338"
"proximal","position","0","diatom_test_2012_12_19","ca53bd92-11be-11e3-b45f-0026b9326338"
"absent","count","0","diatom_test_2012_12_19","ca53be1e-11be-11e3-b45f-0026b9326338"
"submarginal","position","0","diatom_test_2012_12_19","ca53beaa-11be-11e3-b45f-0026b9326338"
"disc","structure","0","diatom_test_2012_12_19","ca53bf36-11be-11e3-b45f-0026b9326338"
"main","position","0","diatom_test_2012_12_19","ca53bfc2-11be-11e3-b45f-0026b9326338"
"major","position","0","diatom_test_2012_12_19","ca53c04e-11be-11e3-b45f-0026b9326338"
"bar","shape","0","diatom_test_2012_12_19","ca53c0d0-11be-11e3-b45f-0026b9326338"
"crown","shape","0","diatom_test_2012_12_19","ca53c15c-11be-11e3-b45f-0026b9326338"
"distal","position","0","diatom_test_2012_12_19","ca53c1e8-11be-11e3-b45f-0026b9326338"
"external","position","0","diatom_test_2012_12_19","ca53c274-11be-11e3-b45f-0026b9326338"
"lateral","position","0","diatom_test_2012_12_19","ca53c300-11be-11e3-b45f-0026b9326338"
"median","position","0","diatom_test_2012_12_19","ca53c38c-11be-11e3-b45f-0026b9326338"
"outer","position","0","diatom_test_2012_12_19","ca53c418-11be-11e3-b45f-0026b9326338"
"peripheral","position","0","diatom_test_2012_12_19","ca53c4a4-11be-11e3-b45f-0026b9326338"
"segment","structure","0","diatom_test_2012_12_19","ca53c530-11be-11e3-b45f-0026b9326338"
